OBJECTID,ID,Year,Reported Date,Occurred Date,Weekday,Hate Crime Type,Hate Crime Motivation,Offence Category,Neighbourhood,Sector,Division,Census Tract,Ward,Councillor,Offence Type
607,607,2023,3/16/2023 5:00:00 AM,3/16/2023 5:00:00 AM,Thursday,Religion,Muslim (Islam),Assault Level 1,East Industrial,Sector 33,East,5050011.01,Ward 18 - Alta Vista,Marty Carr,Criminal
608,608,2023,3/16/2023 5:00:00 AM,3/16/2023 5:00:00 AM,Thursday,Religion,Jewish,Threatening Communications,Glebe - Dows Lake,Sector 22,Central,5050018.00,Ward 17 - Capital,Shawn Menard,Criminal
609,609,2023,3/17/2023 5:00:00 AM,3/14/2023 5:00:00 AM,Tuesday,Religion,Jewish,Wilful Promotion Of Hatred,Centretown,Sector 23,Central,5050037.01,Ward 14 - Somerset,Ariel Troster,Criminal
610,610,2023,3/20/2023 5:00:00 AM,3/18/2023 5:00:00 AM,Saturday,Religion,Muslim (Islam),Assault Level 1,Iris,Sector 15,West,5050026.00,Ward 8 - College,Laine Johnson,Criminal
611,611,2023,3/23/2023 5:00:00 AM,3/22/2023 5:00:00 AM,Wednesday,Gender,LGBTQ2+,Mischief To Property,Crestview - Meadowlands,Sector 17,West,5050133.00,Ward 8 - College,Laine Johnson,Criminal
612,612,2023,3/23/2023 5:00:00 AM,1/25/2023 5:00:00 AM,Wednesday,Race/Ethnicity,Black,Mischief To Property,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Sector 31,East,5050170.08,Ward 1 - Orléans East-Cumberland,Matthew Luloff,Criminal
613,613,2023,3/23/2023 5:00:00 AM,2/1/2023 5:00:00 AM,Wednesday,Religion,Muslim (Islam),Threats Utter To Person,Riverside South - Leitrim,Sector 35,East,5050126.09,Ward 22 - Riverside South-Findlay Creek,Steve Desroches,Criminal
614,614,2023,3/23/2023 5:00:00 AM,3/22/2023 5:00:00 AM,Wednesday,Race/Ethnicity,Black,Mischief To Property,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Sector 31,East,5050170.08,Ward 1 - Orléans East-Cumberland,Matthew Luloff,Criminal
615,615,2023,3/24/2023 5:00:00 AM,3/24/2023 5:00:00 AM,Friday,Combination (More than 2 Motivations),Combination (More than 2 Motivations),Mischief With Data,Woodvale - Craig Henry - Manordale - Estates of Arlington Woods,Sector 15,West,5050135.01,Ward 9 - Knoxdale-Merivale,Sean Devine,Criminal
616,616,2023,3/25/2023 5:00:00 AM,3/25/2023 5:00:00 AM,Saturday,Other Similar Factor,non,Mischief To Property,Carleton University,Sector 22,Central,5050020.01,Ward 17 - Capital,Shawn Menard,Criminal
617,617,2023,3/26/2023 5:00:00 AM,3/25/2023 5:00:00 AM,Saturday,Combination (More than 2 Motivations),Combination (More than 2 Motivations),Threats Utter To Person,Glebe - Dows Lake,Sector 22,Central,5050018.00,Ward 17 - Capital,Shawn Menard,Criminal
618,618,2023,3/27/2023 5:00:00 AM,3/8/2023 5:00:00 AM,Wednesday,Religion,Jewish,Wilful Promotion Of Hatred,Carlingwood West - Glabar Park - McKellar Heights,Sector 14,West,5050025.00,Ward 7 - Bay,Theresa Kavanagh,Criminal
619,619,2023,3/27/2023 5:00:00 AM,3/27/2023 5:00:00 AM,Monday,Religion,Jewish,Threatening Communications,Glebe - Dows Lake,Sector 22,Central,5050018.00,Ward 17 - Capital,Shawn Menard,Criminal
620,620,2023,3/28/2023 5:00:00 AM,3/28/2023 5:00:00 AM,Tuesday,Religion,Jewish,Threats Utter To Person,Glebe - Dows Lake,Sector 22,Central,5050018.00,Ward 17 - Capital,Shawn Menard,Criminal
621,621,2023,3/29/2023 5:00:00 AM,3/29/2023 5:00:00 AM,Wednesday,Race/Ethnicity,Black,Dispute-Disturbance,New Barrhaven - New Development - Stonebridge,Sector 16,West,5050141.20,Ward 3 - Barrhaven West,David Hill,Non-Criminal
622,622,2023,3/29/2023 5:00:00 AM,3/29/2023 5:00:00 AM,Wednesday,Sexual Orientation,LGBTQ2+,Mischief To Property,Overbrook - McArthur,Sector 25,Central,5050012.00,Ward 13 - Rideau-Rockcliffe,Rawlson King,Criminal
623,623,2023,3/30/2023 5:00:00 AM,3/29/2023 5:00:00 AM,Wednesday,Race/Ethnicity,Black,Harass Communications,Beacon Hill South - Cardinal Heights,Sector 32,East,5050121.02,Ward 11 - Beacon Hill-Cyrville,Tim Tierney,Criminal
624,624,2023,3/30/2023 5:00:00 AM,3/30/2023 5:00:00 AM,Thursday,Religion,Muslim (Islam),Dispute-Disturbance,Carlington,Sector 21,Central,5050022.00,Ward 16 - River,Riley Brockington,Non-Criminal
625,625,2023,4/2/2023 5:00:00 AM,4/2/2023 5:00:00 AM,Sunday,Race/Ethnicity,Black,Threats Utter To Person,Rothwell Heights - Beacon Hill North,Sector 32,East,5050120.01,Ward 11 - Beacon Hill-Cyrville,Tim Tierney,Criminal
626,626,2023,4/3/2023 5:00:00 AM,4/2/2023 5:00:00 AM,Sunday,Race/Ethnicity,"India,Pakistan/South Asian",Threats Utter To Person,Billings Bridge - Alta Vista,Sector 34,East,5050005.00,Ward 18 - Alta Vista,Marty Carr,Criminal
627,627,2023,4/4/2023 5:00:00 AM,3/31/2023 5:00:00 AM,Friday,Combination (More than 2 Motivations),Combination (More than 2 Motivations),Threats Utter To Person,Glebe - Dows Lake,Sector 22,Central,5050018.00,Ward 17 - Capital,Shawn Menard,Criminal
628,628,2023,4/4/2023 5:00:00 AM,4/4/2023 5:00:00 AM,Tuesday,Race/Ethnicity,Black,Mischief To Property,Osgoode,Sector 36,East,5050190.01,Ward 20 - Osgoode,Isabelle Skalski,Criminal
629,629,2023,4/5/2023 5:00:00 AM,3/30/2023 5:00:00 AM,Thursday,Race/Ethnicity,Chinese,Threats Utter To Person,Centretown,Sector 23,Central,5050048.00,Ward 14 - Somerset,Ariel Troster,Criminal
630,630,2023,4/5/2023 5:00:00 AM,3/27/2023 5:00:00 AM,Monday,Religion,Jewish,Mischief To Property,Centretown,Sector 23,Central,5050048.00,Ward 14 - Somerset,Ariel Troster,Criminal
631,631,2023,4/9/2023 5:00:00 AM,4/9/2023 5:00:00 AM,Sunday,Race/Ethnicity,Black,Mischief To Property,Glen Cairn - Kanata South Business Park,Sector 13,West,5050151.10,Ward 6 - Stittsville,Glen Gower,Criminal
632,632,2023,4/12/2023 5:00:00 AM,4/11/2023 5:00:00 AM,Tuesday,Race/Ethnicity,Other East and Southeast Asian not mentioned above,Dispute-Disturbance,Overbrook - McArthur,Sector 25,Central,5050012.00,Ward 13 - Rideau-Rockcliffe,Rawlson King,Non-Criminal
633,633,2023,4/12/2023 5:00:00 AM,4/11/2023 5:00:00 AM,Tuesday,Race/Ethnicity,"Arab(West Asian,Middle Eastern and North African origins)",Threats Utter To Person,Carlington,Sector 21,Central,5050022.00,Ward 16 - River,Riley Brockington,Criminal
634,634,2023,4/16/2023 5:00:00 AM,4/16/2023 5:00:00 AM,Sunday,Religion,Jewish,Mischief To Property,New Barrhaven - New Development - Stonebridge,Sector 16,West,5050141.21,Ward 24 - Barrhaven East,Wilson Lo,Criminal
635,635,2023,4/16/2023 5:00:00 AM,4/16/2023 5:00:00 AM,Sunday,Race/Ethnicity,Other race/ethnicity,Mischief To Property,New Barrhaven - New Development - Stonebridge,Sector 16,West,5050141.21,Ward 24 - Barrhaven East,Wilson Lo,Criminal
636,636,2023,4/18/2023 5:00:00 AM,4/18/2023 5:00:00 AM,Tuesday,Sexual Orientation,LGBTQ2+,"Threats Harass,Intim,Violent",Sandy Hill - Ottawa East,Sector 24,Central,5050050.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Non-Criminal
637,637,2023,4/18/2023 5:00:00 AM,4/17/2023 5:00:00 AM,Monday,Unknown,Unknown,Mischief To Property,Chapman Mills - Rideau Crest - Davidson Heights,Sector 16,West,5050141.09,Ward 24 - Barrhaven East,Wilson Lo,Criminal
638,638,2023,4/18/2023 5:00:00 AM,4/18/2023 5:00:00 AM,Tuesday,Gender,LGBTQ2+,Threats Utter To Person,West Centertown,Sector 22,Central,5050035.00,Ward 15 - Kitchissippi,Jeff Leiper,Criminal
639,639,2023,4/20/2023 5:00:00 AM,4/18/2023 5:00:00 AM,Tuesday,Sexual Orientation,LGBTQ2+,Mischief To Property,Beacon Hill South - Cardinal Heights,Sector 32,East,5050121.02,Ward 11 - Beacon Hill-Cyrville,Tim Tierney,Criminal
640,640,2023,4/27/2023 5:00:00 AM,4/27/2023 5:00:00 AM,Thursday,Race/Ethnicity,Black,Assault Level 1,New Barrhaven - New Development - Stonebridge,Sector 16,West,5050141.11,Ward 24 - Barrhaven East,Wilson Lo,Criminal
641,641,2023,4/28/2023 5:00:00 AM,4/27/2023 5:00:00 AM,Thursday,Sexual Orientation,LGBTQ2+,Information (General),Sandy Hill - Ottawa East,Sector 24,Central,5050052.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Non-Criminal
642,642,2023,4/29/2023 5:00:00 AM,4/20/2023 5:00:00 AM,Thursday,Race/Ethnicity,Black,Harass Harrassment,Island Park,Sector 21,Central,5050044.00,Ward 15 - Kitchissippi,Jeff Leiper,Non-Criminal
643,643,2023,5/2/2023 5:00:00 AM,5/2/2023 5:00:00 AM,Tuesday,Race/Ethnicity,Black,Mischief To Property,Kanata Lakes - Marchwood Lakeside - Morgan's Grant - Kanata North Business Park,Sector 13,West,5050160.12,Ward 4 - Kanata North,Cathy Curry,Criminal
644,644,2023,5/2/2023 5:00:00 AM,5/2/2023 5:00:00 AM,Tuesday,Race/Ethnicity,Black,Threats Utter To Person,Centretown,Sector 23,Central,5050037.02,Ward 14 - Somerset,Ariel Troster,Criminal
645,645,2023,5/4/2023 5:00:00 AM,5/4/2023 5:00:00 AM,Thursday,Religion,Jewish,Mischief To Property,Stittsville,Sector 13,West,5050151.04,Ward 6 - Stittsville,Glen Gower,Criminal
646,646,2023,5/5/2023 5:00:00 AM,4/27/2023 5:00:00 AM,Thursday,Religion,Jewish,Suspicious Circumstance(S),Sandy Hill - Ottawa East,Sector 24,Central,5050014.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Non-Criminal
647,647,2023,5/10/2023 5:00:00 AM,5/8/2023 5:00:00 AM,Monday,Race/Ethnicity,Black,Mischief To Property,Qualicum - Redwood Park,Sector 15,West,5050137.03,Ward 8 - College,Laine Johnson,Criminal
648,648,2023,5/11/2023 5:00:00 AM,5/11/2023 5:00:00 AM,Thursday,Sexual Orientation,LGBTQ2+,"Disturbance Causing,Loiter Etc",Sandy Hill - Ottawa East,Sector 24,Central,5050052.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Criminal
649,649,2023,5/11/2023 5:00:00 AM,5/10/2023 5:00:00 AM,Wednesday,Race/Ethnicity,"Arab(West Asian,Middle Eastern and North African origins)",Mischief To Property,Byward Market,Sector 24,Central,5050054.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Criminal
650,650,2023,5/11/2023 5:00:00 AM,5/11/2023 5:00:00 AM,Thursday,Race/Ethnicity,Black,Mischief To Property,Stittsville,Sector 13,West,5050151.11,Ward 6 - Stittsville,Glen Gower,Criminal
651,651,2023,5/12/2023 5:00:00 AM,5/11/2023 5:00:00 AM,Thursday,Race/Ethnicity,Black,Mischief To Property,Hawthorne Meadows - Sheffield Glen,Sector 33,East,5050010.00,Ward 18 - Alta Vista,Marty Carr,Criminal
652,652,2023,5/13/2023 5:00:00 AM,5/12/2023 5:00:00 AM,Friday,Race/Ethnicity,Black,Mischief To Property,Hawthorne Meadows - Sheffield Glen,Sector 33,East,5050010.00,Ward 18 - Alta Vista,Marty Carr,Criminal
653,653,2023,5/13/2023 5:00:00 AM,5/13/2023 5:00:00 AM,Saturday,Race/Ethnicity,Unknown race/ethnicity,Suspicious Person(S),Vanier North,Sector 25,Central,5050104.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Non-Criminal
654,654,2023,5/13/2023 5:00:00 AM,5/5/2023 5:00:00 AM,Friday,Race/Ethnicity,Chinese,Mischief To Property,New Barrhaven - New Development - Stonebridge,Sector 16,West,5050141.26,Ward 3 - Barrhaven West,David Hill,Criminal
655,655,2023,5/13/2023 5:00:00 AM,5/12/2023 5:00:00 AM,Friday,Gender,LGBTQ2+,"Threats Harass,Intim,Violent",Vanier North,Sector 25,Central,5050060.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Criminal
656,656,2023,5/14/2023 5:00:00 AM,5/14/2023 5:00:00 AM,Sunday,Combination (More than 2 Motivations),Combination (More than 2 Motivations),Harass Crim Stalking,West Centertown,Sector 22,Central,5050035.00,Ward 14 - Somerset,Ariel Troster,Criminal
657,657,2023,5/14/2023 5:00:00 AM,5/14/2023 5:00:00 AM,Sunday,Sexual Orientation,LGBTQ2+,Harass Crim Stalking,Westboro,Sector 21,Central,5050045.02,Ward 15 - Kitchissippi,Jeff Leiper,Criminal
658,658,2023,5/15/2023 5:00:00 AM,5/14/2023 5:00:00 AM,Sunday,Race/Ethnicity,"Arab(West Asian,Middle Eastern and North African origins)",Mischief To Property,West Centertown,Sector 22,Central,5050035.00,Ward 15 - Kitchissippi,Jeff Leiper,Criminal
